,,,,,,,,,,,,,,,,,,,,
,,Nº REGISTRO,PLANOS (HIPERVINCULO),WEIGHT,MEDIDAS,ESCALA,GENERAL TOLERANCE,Nº ALMACENAJE,MATERIAL,COATING,CODE,DWG.,DWG. DATE,APPR.,APPR. DATE,COMPANY,Column 19,PAPER,ENLACE,COMMENTS
,326,A01.04.74,HEXAGON CAP NUT,D/S,A4,1:1,N/A,A00-A01.05 (6),D/S,D/S,,A.N.N,9/2/1987,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,327,A01.05,ROTATOR HOUSING,157KG,A1,"1:2,5",N/A,A01.05-A02.03 (7),D/S,D/S,,A.N,6/10/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,328,A01.05B,ROTATOR HOUSING,157KG,A1,"1:2,5",N/A,A01.05-A02.03 (7),D/S,D/S,,A.N,7/10/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,329,A01.05.01,MOTOR MOUNTING PLATE,"21,3KG",A2,"1:2,5",DIN 7168M,A01.05-A02.03 (7),St 37-2,PAINT,,A.N,1/10/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,330,A01.05.02A,MOUNTING FLANGE,85KG,A1,"1:2,5 (1:1)",DIN 7168M,A01.05-A02.03 (7),St 37-2,PAINT,,A.N,29/9/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,331,A01.05.02B,MOUNTING FLANGE,85KG,A1,"1:2,5 (1:1)",DIN 7168M,A01.05-A02.03 (7),St 37-2,PAINT,,A.N,29/9/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,332,A01.05.02C,MOUNTING FLANGE,85KG,A1,"1:2,5 (1:1)",DIN 7168M,A01.05-A02.03 (7),St 37-2,PAINT,,A.N,2/10/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,333,A01.06,COVER,"10,3KG",A1,"1:2,5 (1:1)",N/A,A01.05-A02.03 (7),D/S,D/S,,A.N,10/10/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,334,A01.06.01,MOTOR COVER A,"0,9KG",A2,1:1,DIN 7168M,A01.05-A02.03 (7),St 37-2,PAINT,,A.N,26/12/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,335,A01.06.02,COVER B,2KG,A1,"1:2,5 (1:1)",DIN 7168M,A01.05-A02.03 (7),St 37-2,PAINT,,A.N,26/11/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,336,A01.06.03,COVER C,2KG,A1,"1:2,5 (1:1)",DIN 7168M,A01.05-A02.03 (7),St 37-2,PAINT,,A.N,27/11/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,337,A01.06.03,COVER D,"0,5KG",A1,"1:2,5 (1:1)",DIN 7168M,A01.05-A02.03 (7),St 37-2,PAINT,,A.N,26/11/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,338,A01.06.05,ENCODER COVER E,"0,5KG",A2,1:1,DIN 7168M,A01.05-A02.03 (7),St 37-2,PAINT,,A.N,3/12/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,339,A01.06.06,COVER F,1KG,A1,"1:2,5 (1:1)",DIN 7168M,A01.05-A02.03 (7),"St 37-2 T=1,5MM",PAINT,,A.N,4/12/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,340,A02,ADAPTOR,D/S,A1,1:10.,N/A,A01.05-A02.03 (7),D/S,D/S,,A.N,1/10/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,341,A02.01A,ADAPTOR HOUSING,D/S,A1,"1:2,5",N/A,A01.05-A02.03 (7),D/S,D/S,,A.N.N,11/12/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,342,A02.01.B,ADAPTOR HOUSING,D/S,A1,"1:2,5",N/A,A01.05-A02.03 (7),D/S,D/S,,A.N.N,9/12/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,343,A02.01.01A,MOUNTING PLATE,154KG,A1,"1:2,5",DIN 7168M,A01.05-A02.03 (7),St 37-2 GEAR: 34CrNiMo 6,PAINT,,A.N,1/7/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,344,A02.01.01A,MOUNTING PLATE,154KG,A1,"1:2,5",DIN 7168M,A01.05-A02.03 (7),St 37-2 GEAR: 34CrNiMo 6,PAINT,,A.N,1/7/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,DUPLICATE
,345,A02.01.01B,MOUNTING PLATE,154KG,A1,"1:2,5 (1:1)",DIN 7168M,A01.05-A02.03 (7),St 37-2 GEAR: 34CrNiMo 6,D/S,,A.N,2/7/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,346,A02.01.02A,HOUSING,44KG,A1,"1:2,5",DIN 7168M,A01.05-A02.03 (7),St 37-2,PAINT,,A.N,9/12/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,347,A02.01.02B,HOUSING,44KG,A1,"1:2,5",DIN 7168M,A01.05-A02.03 (7),St 37-2,PAINT,,A.N,9/12/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,348,A02.01.03,INSTRUMENT FLANGE,104KG,A1,"1:2,5 (1:1)",DIN 7168M,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,9/7/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,349,A02.01.03,IINSTRUMENT FLANGE,104KG,A1,"1:2,5 (1:1)",DIN 7168M,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,9/7/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,DUPLICATE
,350,A02.01.04,COVER A,2KG,A2,1:1,DIN 7168M,A01.05-A02.03 (7),St 37-2,PAINT,,A.N,11/12/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,351,A02.01.05,SUPPORT PLATE,D/S,A2,1:1,N/A,A01.05-A02.03 (7),Al,D/S,,D/S,D/S,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,352,A02.01.07,COVER B,"0,9KG",A3,1:1,DIN 7168M,A01.05-A02.03 (7),St 37-2,PAINT,,A.N,11/12/1986,P.H.J,5/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,353,A02.01.09,COVER C,2KG,A2,1:1,DIN 7168M,A01.05-A02.03 (7),St 37-2,PAINT,,A.N,11/12/1986,P.H.J,2/1/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,354,A02.01.10,STAY,D/S,A4,1:1,N/A,A01.05-A02.03 (7),St,D/S,,D/S,D/S,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,355,A02.01.11,SAFETY SHELTER,D/S,A3,1:10.,N/A,A01.05-A02.03 (7),AC-PLAST (POLYKORLIONAT),D/S,,P.H.J,9/2/1987,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,356,A02.02A,CCD MIRROR CARRIAGE,26KG,A1,1:1,N/A,A01.05-A02.03 (7),D/S,D/S,,A.N.N,17/2/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,357,A02.02B,CCD MIRROR CARRIAGE,26KG,A1,2:1,N/A,A01.05-A02.03 (7),D/S,D/S,,A.N.N,25/2/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,358,A02.02.01,CARRIAGE,D/S,A2,1:1,DIN 7168F,A01.05-A02.03 (7),D/S,BLACK PAINT,,A.N,9/12/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,359,A02.02.02,CARRIAGE MOUNTING PLATE A,"1,4KG",A3,1:1,DIN 7168F,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,29/1/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,360,A02.02.03,STIFFENING PIECE A,"0,12KG",A4,1:1,DIN 7168F,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,27/1/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,361,A02.02.04,STIFFENING PIECE B,68G,A4,1:1,DIN 7168F,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,27/1/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,362,A02.02.05,PLATE,"0,53KG",A3,1:1,DIN 7168F,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,28/1/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,363,A02.02.06,CARRIAGE MOUNTING PLATE B,"1,4KG",A3,1:1,DIN 7168,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,28/1/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,364,A02.02.08,DISTANCE RING,2G,A4,2:1,DIN 7168F,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,8/1/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,365,A02.02.09,BUSHING,5G,A4,2:1,DIN 7168F,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,8/1/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,366,A02.02.10,FIXATION PIECE,11G,A4,1:1,DIN 7168F,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,8/1/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,367,A02.02.11,SPRING PLATE,9G,A4,1:1,DIN 7168F,A01.05-A02.03 (7),55 Si 7 TEMPERED,BLACK CHEMICAL OXYDATION,,A.N.N,8/1/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,368,A02.02.12,SPRING SUPPORT A,48G,A4,1:1,DIN 7168F,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,29/1/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,369,A02.02.13,SUPPORT BLOCK,"0,11KG",A4,1:1,DIN 7168F,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,26/1/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,370,A02.02.14,PREFLASH HOLDER,17G,A4,1:1,DIN 7168F,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,29/1/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,371,A02.02.15,MIRROR MOUNTING A,"0,15KG",A3,1:1,DIN 7168F,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,23/4/1987,P.H.J,23/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,372,A02.02.16,SPRING SUPPORT B,16G,A4,1:1,DIN 7168F,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,8/1/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,373,A02.02.17,SUPPORT BAR,"0,41KG",A4,1:1,DIN 7168M,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,7/1/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,374,A02.02.18,THREADED SUPPORT BLOCK,79G,A4,1:1,DIN 7168F,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,26/1/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,375,A02.02.19,SWITCH HOLDER,"0,10KG",A3,1:1,DIN 7168F,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,2/4/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,376,A02.02.20,HOLDING PLATE,5G,A4,1:1,DIN 7168F,A01.05-A02.03 (7),55 Si 7 TEMPERED,BLACK CHEMICAL OXYDATION,,A.N,24/4/1987,P.H.J,23/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,377,A02.02.21,MIRROR FIXATION PLATE,27G,A4,1:1,DIN 7168F,A01.05-A02.03 (7),TITAN (115),D/S,,A.N,23/4/1987,P.H.J,23/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,378,A02.02.22,MIRROR MOUNTING B,"0,15KG",A3,1:1,DIN 7168F,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,23/4/1987,P.H.J,23/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,379,A02.02.23,SUPPORT RING,3G,A4,2:1,DIN 7168F,A01.05-A02.03 (7),BRONZE,BLACK CHEMICAL OXYDATION,,A.N.N,30/3/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,380,A02.02.24,END FLANGE,"0,06KG",A3,2:1,DIN 7168F,A01.05-A02.03 (7),X 12 Cr Ni 18.8 OR SIMILAR,BLACK (NON MAGNETIC STAINLESS),,A.N.N,30/3/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,381,A02.02.25,SHIELD DISC,2G,A4,2:1,DIN 7168M,A01.05-A02.03 (7),MONEL METAL,D/S,,A.N.N,6/2/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,382,A02.02.26,TACHOMETER MOUNTING ,"0,08KG",A3,2:1,DIN 7168F,A01.05-A02.03 (7),X 12 Cr Ni 18.8 OR SIMILAR,BLACK (NON MAGNETIC STAINLESS),,A.N.N,6/2/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,383,A02.02.27,MOTOR MOUNTING,"0,15KG",A3,2:1,DIN 7168F,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,6/1/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,384,A02.02.28,RETAINING PIECE,6G,A4,2:1,DIN 7168F,A01.05-A02.03 (7),BRONZE,BLACK CHEMICAL OXYDATION,,A.N.N,8/1/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,385,A02.02.29,NUT,3G,A4,2:1,DIN 7168M,A01.05-A02.03 (7),D/S,BLACK CHEMICAL OXYDATION,,A.N.N,26/2/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,386,A02.02.30,BEARING HOUSING,"0,19KG",A3,2:1,DIN 7168F,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,6/1/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,387,A02.02.31,ROLLER SCREW,"0,19KG",A3,2:1,DIN 7168F,A01.05-A02.03 (7),D/S,D/S,,A.N.N,6/2/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,388,A02.02.32,NUT MOUNTING,"0,11KG",A3,2:1,DIN 7168F,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,10/2/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,389,A02.02.33,BRAKE MOUNTING,"0,18KG",A3,2:1,DIN 7168,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,8/1/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,390,A02.02.34,FLANGE,35G,A3,2:1,DIN 7168F,A01.05-A02.03 (7),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,8/5/1987,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,391,A02.02.35,DISTANCE PIECE,40G,A4,2:1,DIN 7168F,A01.05-A02.03 (7),St 37-2,D/S,,A.N.N,28/9/1987,P.H.J,1/10/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,392,A02.03A,CCD SHUTTER AND FILTER,4KG,A2,1:1,N/A,A02.03-A02.09 (8),D/S,D/S,,A.N,9/3/1987,P.H.J,30/3/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,393,A02.03B,CCD SHUTTER AND FILTER,D/S,A2,2:1,N/A,A02.03-A02.09 (8),D/S,D/S,,A.N,11/3/1987,P.H.J,30/3/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,394,A02.03.01,SHUTTER HOLDER,"0,4KG",A2,1:1 (2:1),DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,17/2/1987,P.H.J,30/3/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,395,A02.03.02,PLATE,"0,3KG",A4,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,23/2/1987,P.H.J,30/3/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,396,A02.03.03,COVER,"0,8KG",A3,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,17/2/1987,P.H.J,30/3/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,397,A02.03.04,MOTOR HOLDER,"0,4KG",A3,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,17/2/1987,P.H.J,30/3/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,398,A02.03.05,SHUTTER FLANGE,30G,A4,1:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,23/2/1987,P.H.J,30/3/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,399,A02.03.06,MAGNETIC PIN,"0,3G",A4,2:1,DIN 7168F,A02.03-A02.09 (8),MAGNETIC MATERIAL,BLACK CHEMICAL OXYDATION,,A.N,20/2/1987,P.H.J,30/03/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,400,A02.03.07,SENSOR PLATE,2G,A4,2:1,DIN 7168M,A02.03-A02.09 (8),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,20/2/1987,P.H.J,30/3/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,401,A02.03.08,FILTER WHEEL,"0,05KG",A3,1:1 (2:1),DIN 7168F,A02.03-A02.09 (8),"ACETAL, PLASTIC BLACK",D/S,,A.N,17/2/1987,P.H.J,30/3/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,402,A02.03.09,AXLE PIECE,3G,A4,2:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,20/2/1987,P.H.J,30/3/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,403,A02.03.10,DISTANCE RING,"0,2G",A4,2:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,20/2/1987,P.H.J,30/3/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,404,A02.03.11,PLATE,"2,7G",A4,1:1,DIN 7168F,A02.03-A02.09 (8),AlMgSi 1,"BLACK ANODIZE, 20 MICRON",,A.N,20/2/1987,P.H.J,30/3/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,405,A02.03.12,SMALL GEAR,2.5G,A4,2:1,DIN 7168F,A02.03-A02.09 (8),CK 35,BLACK CHEMICAL OXYDATION,,A.N,23/2/1987,P.H.J,30/3/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,406,A02.03.13,GEAR HOLDER,"1,2G",A3,5:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,7/4/1987,P.H.J,9/4/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,407,A02.03.14,RING,"1,7G",A4,2:1,DIN 7168F,A02.03-A02.09 (8),"ACETAL, PLASTIC BLACK",D/S,,A.N,20/2/1987,P.H.J,30/3/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,408,A02.03.15,RING,3G,A4,2:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,20/2/1987,P.H.J,30/3/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,409,A02.03.16,AXLE ,5G,A4,2:1,DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHEMICAL OXYDATION,,A.N,23/2/1987,P.H.J,30/3/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,410,A02.04A,ICCD FILTER AND BEAMSPLITTER,5KG,A1,1:1,N/A,A02.03-A02.09 (8),D/S,D/S,,A.N.N,4/5/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,411,A02.04B,ICCD FILTER AND BEAMSPLITTER,5KG,A1,"2:1 (1:1,5:1)",N/A,A02.03-A02.09 (8),D/S,D/S,,A.N.N,27/4/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,412,A02.04.01,MOTOR SUPPORT,9G,A4,1:1 (2:1),DIN 7168F,A02.03-A02.09 (8),St 37-2,BLACK CHROMATE,,A.N.N,17/3/1987,P.H.J,3/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
